# keyinject v1
# pid=73399 n=500 warmup=5 gap_ms=100.0 keycode=0 char=a
# inject_subsystem=nice.keyharness inject_category=inject inject_name=KeyPost signpost_id=seq
# mach_timebase numer=125 denom=3  (ns = ticks*numer/denom)
# anchor mach_abs_ticks=11902003003443 mach_cont_ticks=41716846796930 wall_epoch_ns=1782972894226436000
seq,warmup,keycode,mach_abs_ticks,mach_abs_ns,mach_cont_ticks,mach_cont_ns,wall_epoch_ns
254,0,0,11902644293029,495943512209541,41717488086515,1738228670271458,1782972920946667000
255,0,0,11902646738809,495943614117041,41717490532295,1738228772178958,1782972921048574000
256,0,0,11902649262928,495943719288666,41717493056414,1738228877350583,1782972921153745000
257,0,0,11902651785565,495943824398541,41717495579051,1738228982460458,1782972921258854000
258,0,0,11902654208906,495943925371083,41717498002393,1738229083433041,1782972921359826000
259,0,0,11902656731976,495944030499000,41717500525462,1738229188560916,1782972921464953000
260,0,0,11902659255685,495944135653541,41717503049171,1738229293715458,1782972921570107000
261,0,0,11902661756099,495944239837458,41717505549585,1738229397899375,1782972921674290000
262,0,0,11902664166744,495944340281000,41717507960231,1738229498342958,1782972921774734000
263,0,0,11902666636502,495944443187583,41717510429989,1738229601249541,1782972921877639000
264,0,0,11902669161023,495944548375958,41717512954509,1738229706437875,1782972921982827000
265,0,0,11902671623189,495944650966208,41717515416675,1738229809028125,1782972922085417000
266,0,0,11902674111523,495944754646791,41717517905010,1738229912708750,1782972922189097000
267,0,0,11902676634442,495944859768416,41717520427929,1738230017830375,1782972922294218000
268,0,0,11902679158431,495944964934625,41717522951917,1738230122996541,1782972922399383000
269,0,0,11902681681967,495945070081958,41717525475453,1738230228143875,1782972922504530000
270,0,0,11902684205907,495945175246125,41717527999393,1738230333308041,1782972922609693000
271,0,0,11902686730030,495945280417916,41717530523517,1738230438479875,1782972922714864000
272,0,0,11902689255553,495945385648041,41717533049039,1738230543709958,1782972922820094000
273,0,0,11902691722528,495945488438666,41717535516014,1738230646500583,1782972922922884000
274,0,0,11902694159149,495945589964541,41717537952635,1738230748026458,1782972923024409000
275,0,0,11902696684772,495945695198833,41717540478259,1738230853260791,1782972923129643000
276,0,0,11902699208699,495945800362458,41717543002186,1738230958424416,1782972923234806000
277,0,0,11902701732930,495945905538750,41717545526417,1738231063600708,1782972923339981000
278,0,0,11902704256387,495946010682791,41717548049873,1738231168744708,1782972923445125000
279,0,0,11902706779855,495946115827291,41717550573342,1738231273889250,1782972923550269000
280,0,0,11902709292072,495946220503000,41717553085558,1738231378564916,1782972923654944000
281,0,0,11902711815565,495946325648541,41717555609052,1738231483710500,1782972923760089000
282,0,0,11902714341302,495946430887583,41717558134789,1738231588949541,1782972923865327000
283,0,0,11902716865676,495946536069833,41717560659162,1738231694131750,1782972923970509000
284,0,0,11902719275714,495946636488083,41717563069200,1738231794550000,1782972924070926000
285,0,0,11902721798556,495946741606500,41717565592042,1738231899668416,1782972924176044000
286,0,0,11902724322599,495946846774958,41717568116085,1738232004836875,1782972924281212000
287,0,0,11902726845658,495946951902416,41717570639145,1738232109964375,1782972924386338000
288,0,0,11902729369247,495947057051958,41717573162733,1738232215113875,1782972924491487000
289,0,0,11902731805317,495947158554875,41717575598803,1738232316616791,1782972924592989000
290,0,0,11902734331443,495947263810125,41717578124929,1738232421872041,1782972924698244000
291,0,0,11902736855974,495947368998916,41717580649460,1738232527060833,1782972924803432000
292,0,0,11902739393789,495947474741208,41717583187276,1738232632803166,1782972924909174000
293,0,0,11902741810445,495947575435208,41717585603932,1738232733497166,1782972925009868000
294,0,0,11902744247126,495947676963583,41717588040612,1738232835025500,1782972925111395000
295,0,0,11902746770955,495947782123125,41717590564441,1738232940185041,1782972925216554000
296,0,0,11902749239001,495947884958375,41717593032487,1738233043020291,1782972925319388000
297,0,0,11902751761860,495947990077500,41717595555346,1738233148139416,1782972925424507000
298,0,0,11902754284584,495948095191000,41717598078070,1738233253252916,1782972925529620000
299,0,0,11902756807797,495948200324875,41717600601284,1738233358386833,1782972925634753000
300,0,0,11902759329858,495948305410750,41717603123345,1738233463472708,1782972925739838000
301,0,0,11902761854384,495948410599333,41717605647870,1738233568661250,1782972925845026000
302,0,0,11902764297873,495948512411375,41717608091360,1738233670473333,1782972925946837000
303,0,0,11902766813432,495948617226333,41717610606918,1738233775288250,1782972926051652000
304,0,0,11902769226685,495948717778541,41717613020171,1738233875840458,1782972926152203000
305,0,0,11902771749843,495948822910125,41717615543329,1738233980972041,1782972926257334000
306,0,0,11902774273125,495948928046875,41717618066611,1738234086108791,1782972926362470000
307,0,0,11902776796394,495949033183083,41717620589881,1738234191245041,1782972926467606000
308,0,0,11902779320215,495949138342291,41717623113701,1738234296404208,1782972926572764000
309,0,0,11902781845318,495949243554916,41717625638804,1738234401616833,1782972926677976000
310,0,0,11902784251675,495949343819791,41717628045161,1738234501881708,1782972926778241000
311,0,0,11902786672602,495949444691750,41717630466088,1738234602753666,1782972926879112000
312,0,0,11902789196502,495949549854250,41717632989988,1738234707916166,1782972926984274000
313,0,0,11902791672804,495949653033500,41717635466291,1738234811095458,1782972927087452000
314,0,0,11902794155883,495949756495125,41717637949370,1738234914557083,1782972927190913000
315,0,0,11902796679123,495949861630125,41717640472609,1738235019692041,1782972927296048000
316,0,0,11902799144341,495949964347541,41717642937827,1738235122409458,1782972927398765000
317,0,0,11902801668260,495950069510833,41717645461746,1738235227572750,1782972927503927000
318,0,0,11902804193866,495950174744416,41717647987353,1738235332806375,1782972927609160000
319,0,0,11902806705823,495950279409291,41717650499310,1738235437471250,1782972927713824000
320,0,0,11902809231993,495950384666375,41717653025480,1738235542728333,1782972927819081000
321,0,0,11902811694521,495950487271708,41717655488008,1738235645333666,1782972927921685000
322,0,0,11902814218317,495950592429875,41717658011803,1738235750491791,1782972928026843000
323,0,0,11902816674665,495950694777708,41717660468151,1738235852839625,1782972928129190000
324,0,0,11902819198547,495950799939458,41717662992034,1738235958001416,1782972928234351000
325,0,0,11902821722494,495950905103916,41717665515980,1738236063165833,1782972928339515000
326,0,0,11902824245358,495951010223250,41717668038844,1738236168285166,1782972928444634000
327,0,0,11902826729956,495951113748166,41717670523442,1738236271810083,1782972928548158000
328,0,0,11902829253433,495951218893041,41717673046920,1738236376955000,1782972928653302000
329,0,0,11902831685946,495951320247750,41717675479432,1738236478309666,1782972928754656000
330,0,0,11902834210799,495951425449958,41717678004286,1738236583511916,1782972928859858000
331,0,0,11902836716560,495951529856666,41717680510046,1738236687918583,1782972928964264000
332,0,0,11902839240998,495951635041583,41717683034484,1738236793103500,1782972929069448000
333,0,0,11902841763902,495951740162583,41717685557388,1738236898224500,1782972929174568000
334,0,0,11902844287515,495951845313125,41717688081001,1738237003375041,1782972929279719000
335,0,0,11902846811046,495951950460250,41717690604532,1738237108522166,1782972929384865000
