# keyinject v1
# pid=91729 n=500 warmup=5 gap_ms=100.0 keycode=0 char=a
# inject_subsystem=nice.keyharness inject_category=inject inject_name=KeyPost signpost_id=seq
# mach_timebase numer=125 denom=3  (ns = ticks*numer/denom)
# anchor mach_abs_ticks=12155566765283 mach_cont_ticks=42870621903591 wall_epoch_ns=1783020968037040000
seq,warmup,keycode,mach_abs_ticks,mach_abs_ns,mach_cont_ticks,mach_cont_ns,wall_epoch_ns
330,0,0,12156398268405,506516594516875,42871453406714,1786310558613083,1783021002682889000
331,0,0,12156400742282,506516697595083,42871455880590,1786310661691250,1783021002785967000
332,0,0,12156403263816,506516802659000,42871458402125,1786310766755208,1783021002891031000
333,0,0,12156405764309,506516906846208,42871460902617,1786310870942375,1783021002995218000
334,0,0,12156408260178,506517010840750,42871463398486,1786310974936916,1783021003099212000
335,0,0,12156410774231,506517115592958,42871465912539,1786311079689125,1783021003203964000
336,0,0,12156413217085,506517217378541,42871468355393,1786311181474708,1783021003305749000
337,0,0,12156415676337,506517319847375,42871470814645,1786311283943541,1783021003408218000
338,0,0,12156418202580,506517425107500,42871473340888,1786311389203666,1783021003513477000
339,0,0,12156420726114,506517530254750,42871475864422,1786311494350916,1783021003618624000
340,0,0,12156423157160,506517631548333,42871478295469,1786311595644541,1783021003719918000
341,0,0,12156425681174,506517736715583,42871480819482,1786311700811750,1783021003825085000
342,0,0,12156428093613,506517837233875,42871483231921,1786311801330041,1783021003925602000
343,0,0,12156430617012,506517942375500,42871485755320,1786311906471666,1783021004030744000
344,0,0,12156433141281,506518047553375,42871488279589,1786312011649541,1783021004135921000
345,0,0,12156435646443,506518151935125,42871490784751,1786312116031291,1783021004240318000
346,0,0,12156438171217,506518257134041,42871493309525,1786312221230208,1783021004345501000
347,0,0,12156440694788,506518362282833,42871495833096,1786312326379000,1783021004450650000
348,0,0,12156443219027,506518467459458,42871498357335,1786312431555625,1783021004555826000
349,0,0,12156445744565,506518572690208,42871500882874,1786312536786416,1783021004661057000
350,0,0,12156448269632,506518677901333,42871503407940,1786312641997500,1783021004766267000
351,0,0,12156450793793,506518783074708,42871505932101,1786312747170875,1783021004871440000
352,0,0,12156453319606,506518888316916,42871508457914,1786312852413083,1783021004976682000
353,0,0,12156455843102,506518993462583,42871510981410,1786312957558750,1783021005081827000
354,0,0,12156458365981,506519098582541,42871513504290,1786313062678750,1783021005186947000
355,0,0,12156460889989,506519203749541,42871516028297,1786313167845708,1783021005292114000
356,0,0,12156463414549,506519308939541,42871518552857,1786313273035708,1783021005397303000
357,0,0,12156465938824,506519414117666,42871521077132,1786313378213833,1783021005502481000
358,0,0,12156468463425,506519519309375,42871523601733,1786313483405541,1783021005607672000
359,0,0,12156470964532,506519623522166,42871526102840,1786313587618333,1783021005711885000
360,0,0,12156473489327,506519728721958,42871528627636,1786313692818166,1783021005817084000
361,0,0,12156475899806,506519829158583,42871531038114,1786313793254750,1783021005917521000
362,0,0,12156478424121,506519934338375,42871533562429,1786313898434541,1783021006022700000
363,0,0,12156480949459,506520039560791,42871536087768,1786314003657000,1783021006127922000
364,0,0,12156483473047,506520144710291,42871538611356,1786314108806500,1783021006233071000
365,0,0,12156485973643,506520248901791,42871541111951,1786314212997958,1783021006337262000
366,0,0,12156488496740,506520354030833,42871543635049,1786314318127041,1783021006442391000
367,0,0,12156491020040,506520459168333,42871546158348,1786314423264500,1783021006547528000
368,0,0,12156493544902,506520564370916,42871548683211,1786314528467125,1783021006652731000
369,0,0,12156496046054,506520668585583,42871551184362,1786314632681750,1783021006756945000
370,0,0,12156498466516,506520769438166,42871553604824,1786314733534333,1783021006857797000
371,0,0,12156500990604,506520874608500,42871556128912,1786314838704666,1783021006962967000
372,0,0,12156503513411,506520979725458,42871558651719,1786314943821625,1783021007068084000
373,0,0,12156506021361,506521084223375,42871561159670,1786315048319583,1783021007172581000
374,0,0,12156508547935,506521189497291,42871563686243,1786315153593458,1783021007277855000
375,0,0,12156510962529,506521290105375,42871566100837,1786315254201541,1783021007378463000
376,0,0,12156513487083,506521395295125,42871568625391,1786315359391291,1783021007483652000
377,0,0,12156516013116,506521500546500,42871571151425,1786315464642708,1783021007588903000
378,0,0,12156518538875,506521605786458,42871573677183,1786315569882625,1783021007694143000
379,0,0,12156521064231,506521711009625,42871576202540,1786315675105833,1783021007799365000
380,0,0,12156523588825,506521816201041,42871578727133,1786315780297208,1783021007904556000
381,0,0,12156526114150,506521921422916,42871581252458,1786315885519083,1783021008009778000
382,0,0,12156528638200,506522026591666,42871583776508,1786315990687833,1783021008114947000
383,0,0,12156531047068,506522126961166,42871586185376,1786316091057333,1783021008215316000
384,0,0,12156533569900,506522232079166,42871588708208,1786316196175333,1783021008320433000
385,0,0,12156536095053,506522337293875,42871591233361,1786316301390041,1783021008425648000
386,0,0,12156538586102,506522441087583,42871593724410,1786316405183750,1783021008529441000
387,0,0,12156541038875,506522543286458,42871596177184,1786316507382666,1783021008631640000
388,0,0,12156543574116,506522648921500,42871598712424,1786316613017666,1783021008737274000
389,0,0,12156546080782,506522753365916,42871601219091,1786316717462125,1783021008841718000
390,0,0,12156548607623,506522858650958,42871603745932,1786316822747166,1783021008947003000
391,0,0,12156551131724,506522963821833,42871606270032,1786316927918000,1783021009052174000
392,0,0,12156553630536,506523067939000,42871608768844,1786317032035166,1783021009156291000
393,0,0,12156556154618,506523173109083,42871611292926,1786317137205250,1783021009261460000
394,0,0,12156558678724,506523278280166,42871613817033,1786317242376375,1783021009366631000
395,0,0,12156561174016,506523382250666,42871616312324,1786317346346833,1783021009470601000
396,0,0,12156563591382,506523482974250,42871618729690,1786317447070416,1783021009571324000
397,0,0,12156566064505,506523586021041,42871621202813,1786317550117208,1783021009674371000
398,0,0,12156568588240,506523691176666,42871623726548,1786317655272833,1783021009779526000
399,0,0,12156571113001,506523796375041,42871626251310,1786317760471250,1783021009884724000
400,0,0,12156573637425,506523901559375,42871628775734,1786317865655583,1783021009989908000
401,0,0,12156576162112,506524006754666,42871631300420,1786317970850833,1783021010095103000
402,0,0,12156578585864,506524107744333,42871633724173,1786318071840541,1783021010196093000
403,0,0,12156581109504,506524212896000,42871636247812,1786318176992166,1783021010301244000
404,0,0,12156583632882,506524318036750,42871638771190,1786318282132916,1783021010406384000
405,0,0,12156586157952,506524423248000,42871641296260,1786318387344166,1783021010511595000
406,0,0,12156588682104,506524528421000,42871643820412,1786318492517166,1783021010616768000
407,0,0,12156591207570,506524633648750,42871646345878,1786318597744916,1783021010721995000
408,0,0,12156593732366,506524738848583,42871648870674,1786318702944750,1783021010827195000
409,0,0,12156596257978,506524844082416,42871651396286,1786318808178583,1783021010932428000
410,0,0,12156598780822,506524949200916,42871653919130,1786318913297083,1783021011037546000
411,0,0,12156601305007,506525054375291,42871656443315,1786319018471458,1783021011142720000
412,0,0,12156603786133,506525157755541,42871658924441,1786319121851708,1783021011246101000
413,0,0,12156606310730,506525262947083,42871661449039,1786319227043291,1783021011351291000
414,0,0,12156608834161,506525368090041,42871663972470,1786319332186250,1783021011456434000
415,0,0,12156611358305,506525473262708,42871666496613,1786319437358875,1783021011561606000
416,0,0,12156613883054,506525578460583,42871669021362,1786319542556750,1783021011666804000
417,0,0,12156616407635,506525683651458,42871671545943,1786319647747625,1783021011771994000
418,0,0,12156618932882,506525788870083,42871674071191,1786319752966291,1783021011877213000
419,0,0,12156621456859,506525894035791,42871676595168,1786319858132000,1783021011982378000
420,0,0,12156623980145,506525999172708,42871679118454,1786319963268916,1783021012087514000
421,0,0,12156626473696,506526103070666,42871681612005,1786320067166875,1783021012191412000
422,0,0,12156628998035,506526208251458,42871684136343,1786320172347625,1783021012296592000
423,0,0,12156631522569,506526313440375,42871686660878,1786320277536583,1783021012401781000
424,0,0,12156634046193,506526418591375,42871689184501,1786320382687541,1783021012506932000
425,0,0,12156636564740,506526523530833,42871691703049,1786320487627041,1783021012611871000
426,0,0,12156639089515,506526628729791,42871694227824,1786320592826000,1783021012717070000
427,0,0,12156641612969,506526733873708,42871696751278,1786320697969916,1783021012822213000
428,0,0,12156644136329,506526839013708,42871699274638,1786320803109916,1783021012927353000
429,0,0,12156646660384,506526944182666,42871701798692,1786320908278833,1783021013032521000
430,0,0,12156649162330,506527048430416,42871704300639,1786321012526625,1783021013136769000
431,0,0,12156651686167,506527153590291,42871706824476,1786321117686500,1783021013241928000
432,0,0,12156654210851,506527258785458,42871709349159,1786321222881625,1783021013347123000
433,0,0,12156656688360,506527362015000,42871711826668,1786321326111166,1783021013450352000
434,0,0,12156659214321,506527467263375,42871714352629,1786321431359541,1783021013555600000
435,0,0,12156661740824,506527572534333,42871716879132,1786321536630500,1783021013660871000
436,0,0,12156664235915,506527676496458,42871719374224,1786321640592666,1783021013764833000
437,0,0,12156666721609,506527780067041,42871721859918,1786321744163250,1783021013868403000
438,0,0,12156669247667,506527885319458,42871724385975,1786321849415625,1783021013973655000
439,0,0,12156671771151,506527990464625,42871726909460,1786321954560833,1783021014078800000
440,0,0,12156674186160,506528091090000,42871729324469,1786322055186208,1783021014179425000
441,0,0,12156676710606,506528196275250,42871731848915,1786322160371458,1783021014284610000
442,0,0,12156679137005,506528297375208,42871734275313,1786322261471375,1783021014385710000
443,0,0,12156681661321,506528402555041,42871736799629,1786322366651208,1783021014490889000
444,0,0,12156684077999,506528503249958,42871739216307,1786322467346125,1783021014591584000
445,0,0,12156686602001,506528608416708,42871741740309,1786322572512875,1783021014696750000
446,0,0,12156689030836,506528709618166,42871744169145,1786322673714375,1783021014797951000
447,0,0,12156691522088,506528813420333,42871746660397,1786322777516541,1783021014901753000
448,0,0,12156694048560,506528918690000,42871749186868,1786322882786166,1783021015007022000
449,0,0,12156696572730,506529023863750,42871751711039,1786322987959958,1783021015112196000
450,0,0,12156699096075,506529129003125,42871754234383,1786323093099291,1783021015217335000
451,0,0,12156701620853,506529234202208,42871756759162,1786323198298416,1783021015322533000
452,0,0,12156704144767,506529339365291,42871759283075,1786323303461458,1783021015427696000
453,0,0,12156706608002,506529442000083,42871761746311,1786323406096291,1783021015530331000
454,0,0,12156709133877,506529547244875,42871764272185,1786323511341041,1783021015635575000
455,0,0,12156711560025,506529648334375,42871766698333,1786323612430541,1783021015736664000
456,0,0,12156714065481,506529752728375,42871769203789,1786323716824541,1783021015841058000
457,0,0,12156716588218,506529857842416,42871771726526,1786323821938583,1783021015946172000
458,0,0,12156719110967,506529962956958,42871774249275,1786323927053125,1783021016051286000
459,0,0,12156721634294,506530068095583,42871776772602,1786324032191750,1783021016156424000
460,0,0,12156724074119,506530169754958,42871779212427,1786324133851125,1783021016258083000
461,0,0,12156726480145,506530270006041,42871781618454,1786324234102250,1783021016358334000
462,0,0,12156728884219,506530370175791,42871784022528,1786324334272000,1783021016458503000
463,0,0,12156731309066,506530471211083,42871786447374,1786324435307250,1783021016559538000
464,0,0,12156733764693,506530573528875,42871788903002,1786324537625083,1783021016661856000
465,0,0,12156736290456,506530678769000,42871791428764,1786324642865166,1783021016767095000
466,0,0,12156738714810,506530779783750,42871793853118,1786324743879916,1783021016868110000
467,0,0,12156741239490,506530884978750,42871796377799,1786324849074958,1783021016973305000
468,0,0,12156743762733,506530990113875,42871798901042,1786324954210083,1783021017078439000
469,0,0,12156746285429,506531095226208,42871801423737,1786325059322375,1783021017183551000
470,0,0,12156748756239,506531198176625,42871803894548,1786325162272833,1783021017286501000
471,0,0,12156751279547,506531303314458,42871806417855,1786325267410625,1783021017391639000
472,0,0,12156753802554,506531408439750,42871808940862,1786325372535916,1783021017496764000
473,0,0,12156756214073,506531508919708,42871811352382,1786325473015916,1783021017597244000
474,0,0,12156758738088,506531614087000,42871813876396,1786325578183166,1783021017702410000
475,0,0,12156761173277,506531715553208,42871816311585,1786325679649375,1783021017803876000
476,0,0,12156763674781,506531819782541,42871818813089,1786325783878708,1783021017908105000
477,0,0,12156766200153,506531925006375,42871821338461,1786325889102541,1783021018013329000
478,0,0,12156768724123,506532030171791,42871823862432,1786325994268000,1783021018118494000
479,0,0,12156771247681,506532135320041,42871826385989,1786326099416208,1783021018223642000
480,0,0,12156773701134,506532237547250,42871828839443,1786326201643458,1783021018325869000
481,0,0,12156776225664,506532342736000,42871831363973,1786326306832208,1783021018431057000
482,0,0,12156778749488,506532447895333,42871833887796,1786326411991500,1783021018536216000
483,0,0,12156781226694,506532551112250,42871836365003,1786326515208458,1783021018639433000
484,0,0,12156783714813,506532654783875,42871838853121,1786326618880041,1783021018743104000
485,0,0,12156786247368,506532760307000,42871841385676,1786326724403166,1783021018848627000
486,0,0,12156788770252,506532865427166,42871843908560,1786326829523333,1783021018953746000
487,0,0,12156791293465,506532970561041,42871846431773,1786326934657208,1783021019058880000
488,0,0,12156793815891,506533075662125,42871848954199,1786327039758291,1783021019163981000
489,0,0,12156796321628,506533180067833,42871851459937,1786327144164041,1783021019268386000
490,0,0,12156798845997,506533285249875,42871853984306,1786327249346083,1783021019373568000
491,0,0,12156801369814,506533390408916,42871856508122,1786327354505083,1783021019478727000
492,0,0,12156803893919,506533495579958,42871859032228,1786327459676166,1783021019583897000
493,0,0,12156806417839,506533600743291,42871861556147,1786327564839458,1783021019689060000
494,0,0,12156808942174,506533705923916,42871864080483,1786327670020125,1783021019794240000
495,0,0,12156811450757,506533810448208,42871866589065,1786327774544375,1783021019898764000
496,0,0,12156813973677,506533915569875,42871869111985,1786327879666041,1783021020003886000
497,0,0,12156816497405,506534020725208,42871871635713,1786327984821375,1783021020109041000
498,0,0,12156819021477,506534125894875,42871874159785,1786328089991041,1783021020214210000
499,0,0,12156821448909,506534227037875,42871876587218,1786328191134083,1783021020315353000
500,0,0,12156823973622,506534332234250,42871879111930,1786328296330416,1783021020420549000
501,0,0,12156826497791,506534437407958,42871881636099,1786328401504125,1783021020525722000
502,0,0,12156829001316,506534541721500,42871884139625,1786328505817708,1783021020630035000
503,0,0,12156831524212,506534646842166,42871886662520,1786328610938333,1783021020735156000
504,0,0,12156833976319,506534749013291,42871889114628,1786328713109500,1783021020837327000
505,0,0,12156836446666,506534851944416,42871891584974,1786328816040583,1783021020940257000
