# keyinject v1
# pid=79268 n=500 warmup=5 gap_ms=100.0 keycode=0 char=a
# inject_subsystem=nice.keyharness inject_category=inject inject_name=KeyPost signpost_id=seq
# mach_timebase numer=125 denom=3  (ns = ticks*numer/denom)
# anchor mach_abs_ticks=11962715517069 mach_cont_ticks=41777559310555 wall_epoch_ns=1782975423938397000
seq,warmup,keycode,mach_abs_ticks,mach_abs_ns,mach_cont_ticks,mach_cont_ns,wall_epoch_ns
330,0,0,11963547324168,498481138507000,41778391117654,1740766296568916,1782975458597110000
331,0,0,11963549850500,498481243770833,41778393643987,1740766401832791,1782975458702374000
332,0,0,11963552376756,498481349031500,41778396170242,1740766507093416,1782975458807635000
333,0,0,11963554801603,498481450066791,41778398595089,1740766608128708,1782975458908671000
334,0,0,11963557328726,498481555363583,41778401122213,1740766713425541,1782975459013968000
335,0,0,11963559760642,498481656693416,41778403554129,1740766814755375,1782975459115298000
336,0,0,11963562286424,498481761934333,41778406079910,1740766919996250,1782975459220539000
337,0,0,11963564796116,498481866504833,41778408589603,1740767024566791,1782975459325110000
338,0,0,11963567322342,498481971764250,41778411115829,1740767129826208,1782975459430369000
339,0,0,11963569847517,498482076979875,41778413641003,1740767235041791,1782975459535585000
340,0,0,11963572342763,498482180948458,41778416136249,1740767339010375,1782975459639554000
341,0,0,11963574884995,498482286874791,41778418678482,1740767444936750,1782975459745481000
342,0,0,11963577412072,498482392169666,41778421205558,1740767550231583,1782975459850776000
343,0,0,11963579938849,498482497452041,41778423732336,1740767655514000,1782975459956059000
344,0,0,11963582465172,498482602715500,41778426258658,1740767760777416,1782975460061322000
345,0,0,11963584960005,498482706666875,41778428753492,1740767864728833,1782975460165274000
346,0,0,11963587389174,498482807882250,41778431182661,1740767965944208,1782975460266490000
347,0,0,11963589916008,498482913167000,41778433709495,1740768071228958,1782975460371774000
348,0,0,11963592442068,498483018419500,41778436235554,1740768176481416,1782975460477027000
349,0,0,11963594967894,498483123662250,41778438761380,1740768281724166,1782975460582270000
350,0,0,11963597450591,498483227107958,41778441244077,1740768385169875,1782975460685716000
351,0,0,11963599976341,498483332347541,41778443769827,1740768490409458,1782975460790956000
352,0,0,11963602503645,498483437651875,41778446297132,1740768595713833,1782975460896261000
353,0,0,11963604988602,498483541191750,41778448782088,1740768699253666,1782975460999801000
354,0,0,11963607515293,498483646470541,41778451308780,1740768804532500,1782975461105080000
355,0,0,11963610002422,498483750100916,41778453795908,1740768908162833,1782975461208711000
356,0,0,11963612522015,498483855083958,41778456315501,1740769013145875,1782975461313694000
357,0,0,11963615047214,498483960300583,41778458840700,1740769118362500,1782975461418911000
358,0,0,11963617574014,498484065583916,41778461367500,1740769223645833,1782975461524195000
359,0,0,11963620100477,498484170853208,41778463893964,1740769328915166,1782975461629464000
360,0,0,11963622599877,498484274994875,41778466393364,1740769433056833,1782975461733606000
361,0,0,11963625092365,498484378848541,41778468885851,1740769536910458,1782975461837459000
362,0,0,11963627598635,498484483276458,41778471392122,1740769641338416,1782975461941888000
363,0,0,11963630125760,498484588573333,41778473919246,1740769746635250,1782975462047185000
364,0,0,11963632636597,498484693191541,41778476430084,1740769851253500,1782975462151803000
365,0,0,11963635160408,498484798350333,41778478953895,1740769956412291,1782975462256963000
366,0,0,11963637687208,498484903633666,41778481480694,1740770061695583,1782975462362246000
367,0,0,11963640156185,498485006507708,41778483949672,1740770164569666,1782975462465120000
368,0,0,11963642685616,498485111900666,41778486479102,1740770269962583,1782975462570514000
369,0,0,11963645187410,498485216142083,41778488980896,1740770374204000,1782975462674755000
370,0,0,11963647712080,498485321336666,41778491505567,1740770479398625,1782975462779950000
371,0,0,11963650237438,498485426559916,41778494030925,1740770584621875,1782975462885173000
372,0,0,11963652763479,498485531811625,41778496556965,1740770689873541,1782975462990425000
373,0,0,11963655288645,498485637026875,41778499082132,1740770795088833,1782975463095641000
374,0,0,11963657723075,498485738461458,41778501516561,1740770896523375,1782975463197076000
375,0,0,11963660241366,498485843390250,41778504034853,1740771001452208,1782975463302005000
376,0,0,11963662766697,498485948612375,41778506560183,1740771106674291,1782975463407227000
377,0,0,11963665228054,498486051168916,41778509021541,1740771209230875,1782975463509784000
378,0,0,11963667753755,498486156406458,41778511547241,1740771314468375,1782975463615022000
379,0,0,11963670279924,498486261663500,41778514073411,1740771419725458,1782975463720279000
380,0,0,11963672798715,498486366613125,41778516592202,1740771524675083,1782975463825229000
381,0,0,11963675326189,498486471924541,41778519119675,1740771629986458,1782975463930541000
382,0,0,11963677783937,498486574330708,41778521577423,1740771732392625,1782975464032947000
383,0,0,11963680204540,498486675189166,41778523998026,1740771833251083,1782975464133806000
384,0,0,11963682727748,498486780322833,41778526521234,1740771938384750,1782975464238940000
385,0,0,11963685253698,498486885570750,41778529047185,1740772043632708,1782975464344188000
386,0,0,11963687780196,498486990841500,41778531573683,1740772148903458,1782975464449459000
387,0,0,11963690305629,498487096067875,41778534099115,1740772254129791,1782975464554686000
388,0,0,11963692831976,498487201332333,41778536625463,1740772359394291,1782975464659950000
389,0,0,11963695305785,498487304407708,41778539099272,1740772462469666,1782975464763026000
390,0,0,11963697756828,498487406534500,41778541550315,1740772564596458,1782975464865153000
391,0,0,11963700283304,498487511804333,41778544076791,1740772669866291,1782975464970423000
392,0,0,11963702808411,498487617017125,41778546601897,1740772775079041,1782975465075636000
393,0,0,11963705335470,498487722311250,41778549128956,1740772880373166,1782975465180930000
394,0,0,11963707858859,498487827452458,41778551652345,1740772985514375,1782975465286072000
395,0,0,11963710365533,498487931897208,41778554159019,1740773089959125,1782975465390517000
396,0,0,11963712827234,498488034468083,41778556620720,1740773192530000,1782975465493088000
397,0,0,11963715352332,498488139680500,41778559145818,1740773297742416,1782975465598301000
398,0,0,11963717877717,498488244904875,41778561671203,1740773402966791,1782975465703525000
399,0,0,11963720403592,498488350149666,41778564197079,1740773508211625,1782975465808770000
400,0,0,11963722930444,498488455435166,41778566723930,1740773613497083,1782975465914056000
401,0,0,11963725428477,498488559519875,41778569221963,1740773717581791,1782975466018141000
402,0,0,11963727954847,498488664785291,41778571748333,1740773822847208,1782975466123407000
403,0,0,11963730444698,498488768529083,41778574238185,1740773926591041,1782975466227151000
404,0,0,11963732859056,498488869127333,41778576652542,1740774027189250,1782975466327749000
405,0,0,11963735382904,498488974287666,41778579176390,1740774132349583,1782975466432910000
406,0,0,11963737901579,498489079232458,41778581695071,1740774237294625,1782975466537855000
407,0,0,11963740398387,498489183266125,41778584191874,1740774341328083,1782975466641889000
408,0,0,11963742925531,498489288563791,41778586719017,1740774446625708,1782975466747187000
409,0,0,11963745451770,498489393823750,41778589245256,1740774551885666,1782975466852447000
410,0,0,11963747871376,498489494640666,41778591664863,1740774652702625,1782975466953264000
411,0,0,11963750387651,498489599485458,41778594181138,1740774757547416,1782975467058109000
412,0,0,11963752801367,498489700056958,41778596594853,1740774858118875,1782975467158681000
413,0,0,11963755324535,498489805188958,41778599118021,1740774963250875,1782975467263813000
414,0,0,11963757755567,498489906481958,41778601549053,1740775064543875,1782975467365106000
415,0,0,11963760280399,498490011683291,41778604073886,1740775169745250,1782975467470308000
416,0,0,11963762807266,498490116969416,41778606600752,1740775275031333,1782975467575594000
417,0,0,11963765233556,498490218064833,41778609027042,1740775376126750,1782975467676690000
418,0,0,11963767759249,498490323302041,41778611552736,1740775481364000,1782975467781928000
419,0,0,11963770235947,498490426497791,41778614029434,1740775584559750,1782975467885124000
420,0,0,11963772762221,498490531759208,41778616555707,1740775689821125,1782975467990385000
421,0,0,11963775277686,498490636570250,41778619071173,1740775794632208,1782975468095197000
422,0,0,11963777804446,498490741851916,41778621597933,1740775899913875,1782975468200479000
423,0,0,11963780329537,498490847064041,41778624123023,1740776005125958,1782975468305691000
424,0,0,11963782855369,498490952307041,41778626648856,1740776110369000,1782975468410934000
425,0,0,11963785381926,498491057580250,41778629175412,1740776215642166,1782975468516207000
426,0,0,11963787908241,498491162843375,41778631701728,1740776320905333,1782975468621471000
427,0,0,11963790434177,498491268090708,41778634227664,1740776426152666,1782975468726718000
428,0,0,11963792959728,498491373322000,41778636753214,1740776531383916,1782975468831950000
429,0,0,11963795440948,498491476706166,41778639234435,1740776634768125,1782975468935334000
430,0,0,11963797966266,498491581927750,41778641759753,1740776739989708,1782975469040557000
431,0,0,11963800492780,498491687199166,41778644286266,1740776845261083,1782975469145828000
432,0,0,11963803017639,498491792401625,41778646811125,1740776950463541,1782975469251031000
433,0,0,11963805542288,498491897595333,41778649335774,1740777055657250,1782975469356225000
434,0,0,11963807971061,498491998794208,41778651764548,1740777156856166,1782975469457424000
435,0,0,11963810497543,498492104064291,41778654291030,1740777262126250,1782975469562694000
436,0,0,11963812978869,498492207452875,41778656772356,1740777365514833,1782975469666083000
437,0,0,11963815516715,498492313196458,41778659310202,1740777471258416,1782975469771827000
438,0,0,11963817996165,498492416506875,41778661789651,1740777574568791,1782975469875138000
439,0,0,11963820523275,498492521803125,41778664316762,1740777679865083,1782975469980434000
440,0,0,11963823048467,498492627019458,41778666841953,1740777785081375,1782975470085651000
441,0,0,11963825497668,498492729069500,41778669291155,1740777887131458,1782975470187701000
442,0,0,11963827978491,498492832437125,41778671771977,1740777990499041,1782975470291069000
443,0,0,11963830497990,498492937416250,41778674291478,1740778095478250,1782975470396048000
444,0,0,11963833023193,498493042633041,41778676816679,1740778200694958,1782975470501265000
445,0,0,11963835549207,498493147883625,41778679342694,1740778305945583,1782975470606516000
446,0,0,11963838001490,498493250062083,41778681794977,1740778408124041,1782975470708695000
447,0,0,11963840527563,498493355315125,41778684321049,1740778513377041,1782975470813948000
448,0,0,11963843055331,498493460638791,41778686848817,1740778618700708,1782975470919272000
449,0,0,11963845581164,498493565881833,41778689374650,1740778723943750,1782975471024515000
450,0,0,11963848106818,498493671117416,41778691900304,1740778829179333,1782975471129751000
451,0,0,11963850608540,498493775355833,41778694402027,1740778933417791,1782975471233990000
452,0,0,11963853120445,498493880018541,41778696913932,1740779038080500,1782975471338653000
453,0,0,11963855646353,498493985264708,41778699439839,1740779143326625,1782975471443899000
454,0,0,11963858172433,498494090518041,41778701965920,1740779248580000,1782975471549153000
455,0,0,11963860699943,498494195830958,41778704493430,1740779353892916,1782975471654466000
456,0,0,11963863225124,498494301046833,41778707018610,1740779459108750,1782975471759682000
457,0,0,11963865751124,498494406296833,41778709544610,1740779564358750,1782975471864932000
458,0,0,11963868277034,498494511543083,41778712070520,1740779669605000,1782975471970179000
459,0,0,11963870802741,498494616780875,41778714596228,1740779774842833,1782975472075417000
460,0,0,11963873328377,498494722015708,41778717121863,1740779880077625,1782975472180652000
461,0,0,11963875826481,498494826103375,41778719619968,1740779984165333,1782975472284740000
462,0,0,11963878352779,498494931365791,41778722146265,1740780089427708,1782975472390002000
463,0,0,11963880878803,498495036616791,41778724672289,1740780194678708,1782975472495254000
464,0,0,11963883404470,498495141852916,41778727197956,1740780299914833,1782975472600490000
465,0,0,11963885931019,498495247125791,41778729724506,1740780405187750,1782975472705763000
466,0,0,11963888456004,498495352333500,41778732249491,1740780510395458,1782975472810971000
467,0,0,11963890982467,498495457602791,41778734775954,1740780615664750,1782975472916241000
468,0,0,11963893508485,498495562853541,41778737301971,1740780720915458,1782975473021492000
469,0,0,11963896034034,498495668084750,41778739827521,1740780826146708,1782975473126723000
470,0,0,11963898559343,498495773305958,41778742352829,1740780931367875,1782975473231945000
471,0,0,11963901084344,498495878514333,41778744877831,1740781036576291,1782975473337153000
472,0,0,11963903565892,498495981912166,41778747359378,1740781139974083,1782975473440552000
473,0,0,11963906003087,498496083461958,41778749796574,1740781241523916,1782975473542102000
474,0,0,11963908516498,498496188187416,41778752309984,1740781346249333,1782975473646827000
475,0,0,11963911041808,498496293408666,41778754835294,1740781451470583,1782975473752049000
476,0,0,11963913526442,498496396935083,41778757319928,1740781554997000,1782975473855575000
477,0,0,11963915998083,498496499920125,41778759791569,1740781657982041,1782975473958561000
478,0,0,11963918526377,498496605265708,41778762319863,1740781763327625,1782975474063907000
479,0,0,11963921051623,498496710484291,41778764845110,1740781868546250,1782975474169126000
480,0,0,11963923568233,498496815343041,41778767361719,1740781973404958,1782975474273985000
481,0,0,11963926065261,498496919385875,41778769858747,1740782077447791,1782975474378028000
482,0,0,11963928591835,498497024659791,41778772385321,1740782182721708,1782975474483301000
483,0,0,11963931068084,498497127836833,41778774861571,1740782285898791,1782975474586479000
484,0,0,11963933594566,498497233106916,41778777388053,1740782391168875,1782975474691749000
485,0,0,11963936137236,498497339051500,41778779930723,1740782497113458,1782975474797694000
486,0,0,11963938635346,498497443139416,41778782428833,1740782601201375,1782975474901782000
487,0,0,11963941161122,498497548380083,41778784954608,1740782706442000,1782975475007023000
488,0,0,11963943599777,498497649990708,41778787393264,1740782808052666,1782975475108634000
489,0,0,11963946126856,498497755285666,41778789920342,1740782913347583,1782975475213929000
490,0,0,11963948624330,498497859347083,41778792417817,1740783017409041,1782975475317991000
491,0,0,11963951077564,498497961565166,41778794871050,1740783119627083,1782975475420209000
492,0,0,11963953597981,498498066582541,41778797391468,1740783224644500,1782975475525227000
493,0,0,11963956116897,498498171537375,41778799910383,1740783329599291,1782975475630182000
494,0,0,11963958642998,498498276791583,41778802436485,1740783434853541,1782975475735437000
495,0,0,11963961169270,498498382052916,41778804962756,1740783540114833,1782975475840698000
496,0,0,11963963677188,498498486549500,41778807470675,1740783644611458,1782975475945195000
497,0,0,11963966204795,498498591866458,41778809998282,1740783749928416,1782975476050512000
498,0,0,11963968636461,498498693185875,41778812429947,1740783851247791,1782975476151832000
499,0,0,11963971160438,498498798351583,41778814953925,1740783956413541,1782975476256998000
500,0,0,11963973686269,498498903594541,41778817479756,1740784061656500,1782975476362241000
501,0,0,11963976162358,498499006764916,41778819955844,1740784164826833,1782975476465412000
502,0,0,11963978684516,498499111854833,41778822478002,1740784269916750,1782975476570502000
503,0,0,11963981099681,498499212486708,41778824893167,1740784370548625,1782975476671134000
504,0,0,11963983601827,498499316742791,41778827395314,1740784474804750,1782975476775390000
505,0,0,11963986128325,498499422013541,41778829921812,1740784580075500,1782975476880661000
